,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Team,Playing Time
,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
35,Lulo Dasilva,es ESP,MF,21-115,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,
36,Darío Fuentes,es ESP,DF,21-015,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,
37,Papu Gómez,ar ARG,"FW,MF",35-346,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,
38,Diego Iturralde,es ESP,DF,20-286,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,
39,Alberto López,es ESP,GK,20-078,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,
40,Gonzalo Montiel,ar ARG,DF,27-026,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,
41,Rafa,es ESP,GK,20-173,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,
42,Ibrahima Sow,sn SEN,FW,17-001,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sevilla,
43,Squad Total,,,29.6,21.0,231,1890.0,21.0,24.0,15.0,39.0,23.0,1.0,1.0,61.0,3.0,22.5,21.7,16.1,37.7,377.0,936.0,922.0,1.14,0.71,1.86,1.1,1.81,1.07,0.77,1.84,1.03,1.8,,Sevilla,
44,Opponent Total,,,27.8,21.0,231,1890.0,21.0,33.0,25.0,58.0,30.0,3.0,3.0,52.0,2.0,31.1,28.8,22.6,51.4,345.0,669.0,661.0,1.57,1.19,2.76,1.43,2.62,1.48,1.08,2.56,1.37,2.45,,Sevilla,
0,Giorgi Mamardashvili,ge GEO,GK,23-120,21.0,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,
1,José Luis García Vayá,es ESP,MF,25-169,21.0,21,1862.0,20.7,4.0,0.0,4.0,0.0,4.0,4.0,2.0,0.0,3.7,0.5,2.1,2.6,17.0,137.0,28.0,0.19,0.0,0.19,0.0,0.0,0.18,0.1,0.28,0.03,0.13,Matches,Valencia,
2,Hugo Duro,es ESP,FW,24-078,21.0,20,1716.0,19.1,9.0,2.0,11.0,9.0,0.0,0.0,2.0,0.0,8.1,8.1,1.1,9.3,16.0,18.0,87.0,0.47,0.1,0.58,0.47,0.58,0.43,0.06,0.49,0.43,0.49,Matches,Valencia,
3,Diego López,es ESP,"FW,MF",21-259,21.0,18,1518.0,16.9,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,2.1,2.1,3.5,5.6,52.0,43.0,111.0,0.18,0.24,0.42,0.18,0.42,0.13,0.21,0.34,0.13,0.34,Matches,Valencia,
4,Francisco Perez,es ESP,"MF,FW",21-140,21.0,18,1400.0,15.6,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,2.1,2.8,41.0,26.0,104.0,0.06,0.19,0.26,0.06,0.26,0.04,0.13,0.18,0.04,0.18,Matches,Valencia,
5,Thierry Correia,pt POR,DF,24-324,19.0,17,1424.0,15.8,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.6,0.6,0.3,0.9,23.0,51.0,35.0,0.0,0.13,0.13,0.0,0.13,0.04,0.02,0.06,0.04,0.06,Matches,Valencia,
6,Cristhian Mosquera,co COL,DF,19-214,19.0,16,1545.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.5,8.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,Matches,Valencia,
7,Gabriel Paulista,br BRA,DF,33-062,17.0,15,1320.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,0.1,0.4,2.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Valencia,
8,José Luis Gayà,es ESP,DF,28-247,15.0,15,1170.0,13.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,1.8,2.2,34.0,43.0,58.0,0.08,0.15,0.23,0.08,0.23,0.03,0.14,0.17,0.03,0.17,Matches,Valencia,
9,Javier Guerra,es ESP,"MF,FW",21-026,19.0,14,1341.0,14.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,0.7,2.7,34.0,46.0,42.0,0.27,0.07,0.34,0.27,0.34,0.13,0.05,0.18,0.13,0.18,Matches,Valencia,
10,Mouctar Diakhaby,gn GUI,"DF,MF",27-039,12.0,10,895.0,9.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,0.0,0.8,7.0,25.0,1.0,0.1,0.0,0.1,0.1,0.1,0.07,0.0,0.08,0.07,0.08,Matches,Valencia,
11,Cenk Özkacar,tr TUR,DF,23-113,8.0,7,587.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.1,9.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Valencia,
12,Sergi Canós,es ESP,"MF,FW",26-359,14.0,7,575.0,6.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.1,1.6,17.0,23.0,41.0,0.16,0.16,0.31,0.16,0.31,0.09,0.17,0.25,0.09,0.25,Matches,Valencia,
13,Dimitri Foulquier,fr FRA,"DF,MF",30-310,17.0,6,743.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.3,0.9,9.0,28.0,17.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,Valencia,
14,Selim Amallah,ma MAR,"MF,FW",27-073,12.0,6,489.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,0.2,0.6,7.0,18.0,33.0,0.0,0.18,0.18,0.0,0.18,0.07,0.04,0.11,0.07,0.11,Matches,Valencia,
15,Domingos André Ribeiro Almeida,pt POR,"FW,MF",23-242,8.0,6,479.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.8,13.0,23.0,12.0,0.0,0.19,0.19,0.0,0.19,0.03,0.12,0.16,0.03,0.16,Matches,Valencia,
16,Hugo Guillamón,es ESP,MF,23-361,14.0,5,621.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.2,0.4,1.0,29.0,5.0,0.14,0.0,0.14,0.14,0.14,0.03,0.03,0.06,0.03,0.06,Matches,Valencia,
17,Roman Yaremchuk,ua UKR,FW,28-061,14.0,4,393.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.1,1.3,3.0,10.0,16.0,0.23,0.0,0.23,0.23,0.23,0.28,0.02,0.31,0.28,0.31,Matches,Valencia,
18,Yarek Hernandis,es ESP,DF,19-015,9.0,2,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,Valencia,
19,Jesus Vazquez,es ESP,"DF,MF",21-025,9.0,2,233.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,1.0,3.0,7.0,0.39,0.0,0.39,0.39,0.39,0.23,0.01,0.24,0.23,0.24,Matches,Valencia,
20,Pablo Gozalbez,es ESP,"MF,FW",22-272,5.0,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Valencia,
21,Hugo González,es ESP,"MF,FW",20-354,6.0,0,52.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,4.0,0.0,1.73,1.73,0.0,1.73,0.03,0.87,0.9,0.03,0.9,Matches,Valencia,
22,Mario Dominguez,es ESP,FW,19-351,3.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59,0.59,0.59,Matches,Valencia,
23,Alberto Marí,es ESP,FW,22-200,3.0,0,25.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.0,0.0,0.0,3.6,3.6,0.0,3.6,0.0,2.02,2.02,0.0,2.02,Matches,Valencia,
24,César Tárrega,es ESP,DF,21-335,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Valencia,
25,Marco Camús,es ESP,MF,22-072,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
26,Cristian,es ESP,GK,25-312,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
27,Jaume Doménech,es ESP,GK,33-083,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
28,Ruben Lendinez,es ESP,DF,20-319,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
29,David Otorbi,es ESP,FW,16-103,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
30,Martín Tejón,es ESP,MF,19-290,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Valencia,
31,Squad Total,,,24.6,21.0,231,1890.0,21.0,27.0,19.0,46.0,23.0,4.0,4.0,44.0,4.0,23.0,19.9,15.4,35.3,296.0,611.0,614.0,1.29,0.9,2.19,1.1,2.0,1.1,0.73,1.83,0.95,1.68,,Valencia,
32,Opponent Total,,,27.8,21.0,231,1890.0,21.0,23.0,17.0,40.0,21.0,2.0,3.0,67.0,3.0,22.9,20.6,15.9,36.4,350.0,835.0,828.0,1.1,0.81,1.9,1.0,1.81,1.09,0.75,1.85,0.98,1.73,,Valencia,
0,Filip Jørgensen,dk DEN,GK,21-286,21.0,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Villarreal,
1,Daniel Parejo,es ESP,MF,34-286,19.0,19,1662.0,18.5,2.0,1.0,3.0,0.0,2.0,2.0,3.0,0.0,1.8,0.3,1.0,1.2,8.0,132.0,21.0,0.11,0.05,0.16,0.0,0.05,0.1,0.05,0.15,0.01,0.07,Matches,Villarreal,
2,Alex Baena,es ESP,"MF,FW",22-191,18.0,18,1331.0,14.8,1.0,6.0,7.0,1.0,0.0,0.0,6.0,1.0,3.6,3.6,4.3,7.9,41.0,83.0,79.0,0.07,0.41,0.47,0.07,0.47,0.24,0.29,0.53,0.24,0.53,Matches,Villarreal,
3,Gerard Moreno,es ESP,FW,31-295,18.0,17,1389.0,15.4,9.0,2.0,11.0,7.0,2.0,2.0,0.0,0.0,7.0,5.4,4.0,9.4,34.0,91.0,117.0,0.58,0.13,0.71,0.45,0.58,0.45,0.26,0.71,0.35,0.61,Matches,Villarreal,
4,Raúl Albiol,es ESP,DF,38-145,17.0,16,1276.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.7,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,Matches,Villarreal,
5,Alexander Sørloth,no NOR,FW,28-053,18.0,15,1253.0,13.9,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,6.4,6.4,1.2,7.7,23.0,14.0,75.0,0.5,0.14,0.65,0.5,0.65,0.46,0.09,0.55,0.46,0.55,Matches,Villarreal,
6,Étienne Capoue,fr FRA,MF,35-200,19.0,13,1148.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,0.4,1.2,15.0,59.0,22.0,0.0,0.08,0.08,0.0,0.08,0.06,0.03,0.09,0.06,0.09,Matches,Villarreal,
7,Alfonso Pedraza,es ESP,DF,27-293,14.0,13,957.0,10.6,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.4,0.4,2.8,3.2,48.0,29.0,83.0,0.09,0.19,0.28,0.09,0.28,0.04,0.26,0.3,0.04,0.3,Matches,Villarreal,
8,Jorge Cuenca,es ESP,DF,24-071,15.0,12,1163.0,12.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.0,0.4,2.0,43.0,2.0,0.08,0.0,0.08,0.08,0.08,0.03,0.0,0.03,0.03,0.03,Matches,Villarreal,
9,Juan Foyth,ar ARG,DF,26-015,12.0,12,1062.0,11.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.9,1.3,19.0,51.0,28.0,0.08,0.08,0.17,0.08,0.17,0.03,0.08,0.11,0.03,0.11,Matches,Villarreal,
10,Adrià Altimira,es ESP,"DF,MF",22-305,11.0,10,775.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,10.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Matches,Villarreal,
11,José Luis Morales,es ESP,"FW,MF",36-188,15.0,8,774.0,8.6,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.9,3.9,0.5,4.4,13.0,9.0,46.0,0.58,0.0,0.58,0.58,0.58,0.46,0.05,0.51,0.46,0.51,Matches,Villarreal,
12,Ilias Akhomach,es ESP,"MF,FW",19-286,17.0,7,808.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,1.3,2.2,29.0,16.0,74.0,0.0,0.22,0.22,0.0,0.22,0.1,0.14,0.24,0.1,0.24,Matches,Villarreal,
13,Alberto Moreno,es ESP,"DF,MF",31-206,15.0,7,710.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.3,0.3,0.8,1.1,12.0,30.0,39.0,0.0,0.13,0.13,0.0,0.13,0.04,0.1,0.14,0.04,0.14,Matches,Villarreal,
14,Aïssa Mandi,dz ALG,DF,32-097,9.0,7,646.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.7,1.2,2.0,32.0,3.0,0.14,0.0,0.14,0.14,0.14,0.07,0.09,0.17,0.07,0.17,Matches,Villarreal,
15,Santi Comesaña,es ESP,MF,27-114,13.0,7,637.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,0.9,1.4,10.0,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,Villarreal,
16,Yeremi Pino,es ESP,"MF,FW",21-099,7.0,7,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,0.2,1.7,11.0,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.31,0.27,0.31,Matches,Villarreal,
17,Matteo Gabbia,it ITA,DF,24-098,7.0,6,477.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Villarreal,
18,Ramón Terrats,es ESP,MF,23-101,14.0,5,618.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.8,1.1,12.0,27.0,46.0,0.0,0.15,0.15,0.0,0.15,0.05,0.12,0.16,0.05,0.16,Matches,Villarreal,
19,Kiko Femenía,es ESP,"DF,MF",32-359,9.0,2,338.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.4,0.4,14.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,Villarreal,
20,Ben Brereton,cl CHI,"FW,MF",24-284,14.0,2,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,6.0,14.0,35.0,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.16,0.07,0.16,Matches,Villarreal,
21,Eric Bailly,ci CIV,DF,29-290,3.0,2,254.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Villarreal,
22,Carlos Romero,es ESP,DF,22-090,6.0,2,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,6.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,Villarreal,
23,Manu Trigueros,es ESP,MF,32-102,9.0,1,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,4.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.21,0.02,0.22,0.21,0.22,Matches,Villarreal,
24,Francis Coquelin,fr FRA,MF,32-259,4.0,1,139.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Villarreal,
25,Denis Suárez,es ESP,"MF,FW",30-021,4.0,1,133.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,4.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.18,0.24,0.06,0.24,Matches,Villarreal,
26,Gonçalo Guedes,pt POR,MF,27-059,1.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.75,0.34,1.09,0.75,1.09,Matches,Villarreal,
27,Pascu,es ESP,FW,20-293,1.0,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Villarreal,
28,Pepe Reina,es ESP,GK,41-149,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,Matches,Villarreal,
29,Iker Álvarez,ad AND,GK,22-186,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Villarreal,
30,Stefan Lekovic,rs SRB,DF,20-018,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Villarreal,
31,Abraham Rando,es ESP,DF,22-206,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Villarreal,
32,Squad Total,,,28.4,21.0,231,1890.0,21.0,28.0,19.0,47.0,24.0,4.0,4.0,62.0,4.0,29.8,26.7,21.1,47.8,335.0,822.0,816.0,1.33,0.9,2.24,1.14,2.05,1.42,1.01,2.43,1.27,2.28,,Villarreal,
33,Opponent Total,,,27.9,21.0,231,1890.0,21.0,42.0,31.0,73.0,38.0,4.0,4.0,51.0,0.0,35.1,32.0,24.3,56.3,414.0,881.0,873.0,2.0,1.48,3.48,1.81,3.29,1.67,1.16,2.83,1.52,2.68,,Villarreal,
